,concept:name,time:timestamp
486795,Send for Credit Collection,2006-02-05 16:48:04.092212+00:00
486812,Insert Fine Notification,2002-10-30 06:50:11.278960+00:00
486812,Add penalty,2003-12-13 09:36:12.713335+00:00
486812,Send for Credit Collection,2005-09-16 04:48:12.713335+00:00
486836,Insert Fine Notification,2002-11-07 06:23:45.874646+00:00
486836,Add penalty,2004-04-06 05:05:10.310321+00:00
486836,Send for Credit Collection,2006-01-09 00:17:10.310321+00:00
486838,Insert Fine Notification,2002-11-09 22:36:01.730655+00:00
486838,Add penalty,2004-03-15 07:02:54.858287+00:00
486838,Send for Credit Collection,2005-12-18 02:14:54.858287+00:00
486853,Insert Fine Notification,2003-01-18 11:01:48.878226+00:00
486853,Add penalty,2004-02-23 21:45:18.131001+00:00
486853,Send for Credit Collection,2005-11-27 16:57:18.131001+00:00
486861,Insert Fine Notification,2002-08-05 03:43:24.564656+00:00
486861,Add penalty,2003-09-26 17:23:48.324467+00:00
486861,Send for Credit Collection,2005-06-30 12:35:48.324467+00:00
486880,Insert Fine Notification,2002-11-01 08:51:04.816440+00:00
486880,Add penalty,2003-12-04 16:29:38.059527+00:00
486880,Send for Credit Collection,2006-08-01 08:37:18.859527+00:00
486891,Insert Fine Notification,2002-09-25 17:49:08.542718+00:00
486891,Add penalty,2003-11-11 21:13:39.022512+00:00
486891,Send for Credit Collection,2006-07-12 13:32:51.022512+00:00
486898,Insert Fine Notification,2002-09-23 04:41:05.708330+00:00
486898,Add penalty,2003-09-25 04:23:57.969650+00:00
486898,Send for Credit Collection,2006-05-22 20:31:38.769650+00:00
486911,Insert Fine Notification,2002-09-23 15:47:54.731760+00:00
486911,Add penalty,2004-01-11 12:10:02.694823+00:00
486911,Send for Credit Collection,2006-09-08 04:17:43.494823+00:00
486917,Insert Fine Notification,2002-10-31 21:21:52.087140+00:00
486917,Add penalty,2003-11-02 10:01:51.128488+00:00
486917,Send for Credit Collection,2006-06-30 02:09:31.928488+00:00
486928,Insert Fine Notification,2002-10-30 15:25:16.928738+00:00
486928,Add penalty,2004-02-19 06:10:49.228563+00:00
486928,Send for Credit Collection,2006-10-16 22:18:30.028563+00:00
486930,Insert Fine Notification,2002-09-22 20:40:17.153176+00:00
486930,Add penalty,2003-11-30 14:05:40.981368+00:00
486930,Send for Credit Collection,2006-07-31 06:24:52.981368+00:00
486937,Insert Fine Notification,2002-09-22 20:26:04.171361+00:00
486937,Add penalty,2003-11-20 02:16:13.663495+00:00
486937,Send for Credit Collection,2006-07-20 18:35:25.663495+00:00
486961,Insert Fine Notification,2002-09-23 00:47:37.933683+00:00
486961,Add penalty,2003-11-30 10:45:55.217556+00:00
486961,Send for Credit Collection,2006-07-31 03:05:07.217556+00:00
486965,Insert Fine Notification,2002-09-24 18:37:59.598773+00:00
486965,Add penalty,2004-01-10 07:16:33.401639+00:00
486965,Send for Credit Collection,2006-09-09 23:35:45.401639+00:00
486972,Insert Fine Notification,2002-08-05 11:01:48.878226+00:00
486972,Add penalty,2003-09-10 21:45:18.131001+00:00
486972,Send for Credit Collection,2005-06-14 16:57:18.131001+00:00
486990,Insert Fine Notification,2002-09-25 04:28:36.378612+00:00
486990,Add penalty,2004-01-06 02:09:03.077248+00:00
486990,Send for Credit Collection,2005-05-26 00:36:53.477248+00:00
487005,Insert Fine Notification,2002-09-21 09:13:33.886067+00:00
487005,Add penalty,2003-12-06 08:28:25.944129+00:00
487005,Send for Credit Collection,2005-04-25 06:56:16.344129+00:00
487025,Insert Fine Notification,2002-09-23 17:21:45.347321+00:00
487025,Add penalty,2003-11-06 16:44:47.377022+00:00
487025,Send for Credit Collection,2005-03-26 15:12:37.777022+00:00
487046,Insert Fine Notification,2002-09-22 20:43:04.136986+00:00
487046,Add penalty,2003-12-21 06:12:15.631796+00:00
487046,Send for Credit Collection,2005-05-10 04:40:06.031796+00:00
487051,Insert Fine Notification,2002-12-22 00:03:20.860571+00:00
487051,Add penalty,2004-05-28 13:30:17.232647+00:00
487051,Send for Credit Collection,2006-08-25 07:56:12.432647+00:00
487068,Insert Fine Notification,2002-09-23 05:01:51.003568+00:00
487068,Add penalty,2003-11-23 16:57:28.336412+00:00
487068,Send for Credit Collection,2005-04-12 15:25:18.736412+00:00
487094,Insert Fine Notification,2002-09-26 17:11:07.921415+00:00
487094,Add penalty,2003-12-05 11:40:54.998785+00:00
487094,Send for Credit Collection,2005-04-28 22:26:02.198785+00:00
487099,Insert Fine Notification,2002-08-04 10:34:03.498817+00:00
487099,Add penalty,2003-09-23 14:56:05.724777+00:00
487099,Send for Credit Collection,2005-12-20 09:22:00.924777+00:00
487107,Insert Fine Notification,2002-08-06 04:03:26.831840+00:00
487107,Add penalty,2003-09-04 16:43:54.841566+00:00
487107,Send for Credit Collection,2005-12-01 11:09:50.041566+00:00
487123,Insert Fine Notification,2002-09-24 22:02:25.793142+00:00
487123,Add penalty,2003-10-03 04:27:49.067456+00:00
487123,Send for Credit Collection,2005-02-24 15:12:56.267456+00:00
487128,Insert Fine Notification,2002-09-16 16:23:22.954013+00:00
487128,Add penalty,2003-11-20 21:03:57.540549+00:00
487128,Send for Credit Collection,2005-04-14 07:49:04.740549+00:00
487130,Insert Fine Notification,2002-09-26 14:18:09.440070+00:00
487130,Add penalty,2003-12-21 20:54:51.820949+00:00
487130,Send for Credit Collection,2005-05-15 07:39:59.020949+00:00
487135,Insert Fine Notification,2002-09-26 04:15:12.956187+00:00
487135,Add penalty,2003-10-18 02:56:19.316254+00:00
487135,Send for Credit Collection,2006-01-14 15:25:07.316254+00:00
487154,Insert Fine Notification,2002-09-23 14:54:50.754585+00:00
487154,Add penalty,2004-01-15 05:06:29.747583+00:00
487154,Send for Credit Collection,2006-04-13 17:35:17.747583+00:00
487156,Insert Fine Notification,2002-09-23 22:42:28.383686+00:00
487156,Add penalty,2003-10-16 20:12:28.823289+00:00
487156,Send for Credit Collection,2006-01-13 08:41:16.823289+00:00
487161,Insert Fine Notification,2002-09-25 02:58:52.390802+00:00
487161,Add penalty,2004-03-01 17:43:49.100937+00:00
487161,Send for Credit Collection,2006-05-30 06:12:37.100937+00:00
487174,Insert Fine Notification,2002-09-25 17:10:58.153392+00:00
487174,Add penalty,2003-12-30 10:33:28.277499+00:00
487174,Send for Credit Collection,2006-03-28 23:02:16.277499+00:00
487196,Insert Fine Notification,2002-09-26 00:25:30.073896+00:00
487196,Add penalty,2004-04-21 12:21:42.189968+00:00
487196,Send for Credit Collection,2007-01-12 18:07:18.189968+00:00
487198,Insert Fine Notification,2002-08-05 11:05:17.221125+00:00
487198,Add penalty,2003-08-24 11:29:14.570050+00:00
487198,Send for Credit Collection,2005-11-20 23:58:02.570050+00:00
487202,Insert Fine Notification,2003-02-01 10:43:19.091430+00:00
487202,Add penalty,2004-01-06 09:19:47.397977+00:00
487202,Send for Credit Collection,2006-09-28 15:05:23.397977+00:00
487211,Insert Fine Notification,2002-08-08 12:03:55.154452+00:00
487211,Add penalty,2003-11-27 00:57:36.073583+00:00
487211,Send for Credit Collection,2006-02-23 13:26:24.073583+00:00
487226,Insert Fine Notification,2002-09-24 17:44:37.889974+00:00
487226,Add penalty,2004-03-20 01:35:54.347262+00:00
487226,Send for Credit Collection,2006-12-11 07:21:30.347262+00:00
487231,Insert Fine Notification,2002-09-27 00:00:00+00:00
487231,Add penalty,2003-10-11 03:24:08.148485+00:00
487231,Send for Credit Collection,2006-07-03 09:09:44.148485+00:00
487246,Insert Fine Notification,2002-09-22 09:39:48.789244+00:00
487246,Add penalty,2003-11-21 07:14:00.912817+00:00
487246,Send for Credit Collection,2006-08-13 12:59:36.912817+00:00
487251,Insert Fine Notification,2002-09-22 11:20:07.181323+00:00
487251,Add penalty,2004-02-11 12:20:57.676008+00:00
487251,Send for Credit Collection,2006-11-03 18:06:33.676008+00:00
487270,Insert Fine Notification,2002-09-26 02:48:28.842341+00:00
487270,Add penalty,2003-10-01 03:24:46.370142+00:00
487270,Send for Credit Collection,2006-06-23 09:10:22.370142+00:00
487274,Insert Fine Notification,2002-08-06 09:12:49.922921+00:00
487274,Add penalty,2003-11-19 16:11:50.734276+00:00
487274,Send for Credit Collection,2006-02-16 04:40:38.734276+00:00
487287,Insert Fine Notification,2002-08-06 03:57:42.457409+00:00
487287,Add penalty,2003-11-24 14:12:45.024116+00:00
487287,Send for Credit Collection,2006-02-21 02:41:33.024116+00:00
487302,Insert Fine Notification,2002-09-23 14:10:08.984570+00:00
487302,Add penalty,2003-12-05 14:19:26.358191+00:00
487302,Send for Credit Collection,2005-04-24 12:47:16.758191+00:00
487314,Insert Fine Notification,2002-09-23 14:10:08.984570+00:00
487314,Add penalty,2003-12-05 14:19:26.358191+00:00
487314,Send for Credit Collection,2005-04-24 12:47:16.758191+00:00
487316,Insert Fine Notification,2002-09-23 12:16:36.521902+00:00
487316,Add penalty,2003-10-12 04:33:12.518933+00:00
487316,Send for Credit Collection,2005-03-01 03:01:02.918933+00:00
487341,Insert Fine Notification,2002-09-24 00:25:52.560137+00:00
487341,Add penalty,2004-01-13 13:50:39.621408+00:00
487341,Send for Credit Collection,2005-06-02 12:18:30.021408+00:00
487343,Insert Fine Notification,2002-09-25 11:17:56.805267+00:00
487343,Add penalty,2003-12-21 21:38:22.698523+00:00
487343,Send for Credit Collection,2005-05-10 20:06:13.098523+00:00
487350,Insert Fine Notification,2002-09-21 09:13:33.886067+00:00
487350,Add penalty,2003-12-06 08:28:25.944129+00:00
487350,Send for Credit Collection,2005-04-25 06:56:16.344129+00:00
487378,Insert Fine Notification,2002-10-29 09:13:33.886067+00:00
487378,Add penalty,2004-01-13 08:28:25.944129+00:00
487378,Send for Credit Collection,2005-06-02 06:56:16.344129+00:00
487404,Insert Fine Notification,2002-09-23 12:08:32.406486+00:00
487404,Add penalty,2004-03-04 08:23:39.033632+00:00
487404,Send for Credit Collection,2005-07-23 06:51:29.433632+00:00
487418,Insert Fine Notification,2002-08-06 06:45:46.491597+00:00
487418,Add penalty,2003-09-03 20:49:07.140686+00:00
487418,Send for Credit Collection,2006-04-07 11:24:38.340686+00:00
487438,Insert Fine Notification,2002-09-21 18:14:39.702798+00:00
487438,Add penalty,2003-12-21 05:47:56.456940+00:00
487438,Send for Credit Collection,2006-03-19 00:13:51.656940+00:00
487440,Insert Fine Notification,2002-11-02 15:23:46.743716+00:00
487440,Add penalty,2004-01-22 13:07:53.398088+00:00
487440,Send for Credit Collection,2005-06-13 17:44:22.198088+00:00
487447,Insert Fine Notification,2002-09-23 19:47:04.053107+00:00
487447,Add penalty,2003-12-27 09:33:15.807944+00:00
487447,Send for Credit Collection,2006-03-25 03:59:11.007944+00:00
487462,Insert Fine Notification,2002-09-25 03:04:13.257845+00:00
487462,Add penalty,2003-12-05 06:38:12.720315+00:00
487462,Send for Credit Collection,2006-03-03 01:04:07.920315+00:00
487508,Insert Fine Notification,2002-09-24 00:29:38.781879+00:00
487508,Add penalty,2003-10-23 10:44:43.059428+00:00
487508,Send for Credit Collection,2006-05-13 12:28:23.859428+00:00
487513,Insert Fine Notification,2002-09-23 19:47:04.053107+00:00
487513,Add penalty,2003-12-27 09:33:15.807944+00:00
487513,Send for Credit Collection,2006-03-25 03:59:11.007944+00:00
487517,Insert Fine Notification,2002-09-23 17:16:56.888726+00:00
487517,Add penalty,2003-11-04 13:52:59.349052+00:00
487517,Send for Credit Collection,2006-01-31 08:18:54.549052+00:00
487519,Insert Fine Notification,2002-10-30 15:02:21.456044+00:00
487519,Add penalty,2003-11-27 15:39:38.257688+00:00
487519,Send for Credit Collection,2005-04-21 02:24:45.457688+00:00
487526,Insert Fine Notification,2002-09-25 09:10:48.424000+00:00
487526,Add penalty,2003-10-30 01:42:31.413939+00:00
487526,Send for Credit Collection,2006-01-25 20:08:26.613939+00:00
487544,Insert Fine Notification,2002-09-21 11:10:27.188931+00:00
487544,Add penalty,2003-09-07 13:30:16.468609+00:00
487544,Send for Credit Collection,2005-01-27 18:06:45.268609+00:00
487549,Insert Fine Notification,2002-08-06 18:37:59.598773+00:00
487549,Add penalty,2003-11-22 07:16:33.401639+00:00
487549,Send for Credit Collection,2006-07-22 23:35:45.401639+00:00
487556,Insert Fine Notification,2002-09-22 13:37:29.405765+00:00
487556,Add penalty,2004-02-08 00:50:27.003412+00:00
487556,Send for Credit Collection,2005-06-30 05:26:55.803412+00:00
487560,Insert Fine Notification,2002-08-05 12:25:13.167262+00:00
487560,Add penalty,2003-08-26 23:30:42.020461+00:00
487560,Send for Credit Collection,2006-04-26 15:49:54.020461+00:00
487562,Insert Fine Notification,2002-09-24 02:00:31.368917+00:00
487562,Add penalty,2003-08-13 19:37:31.234466+00:00
487562,Send for Credit Collection,2005-01-03 00:14:00.034466+00:00
487564,Insert Fine Notification,2002-09-23 11:56:16.236418+00:00
487564,Add penalty,2003-09-18 08:27:57.759753+00:00
487564,Send for Credit Collection,2005-02-07 13:04:26.559753+00:00
487566,Insert Fine Notification,2003-03-12 01:47:46.058152+00:00
487566,Add penalty,2004-05-15 23:16:28.808844+00:00
487566,Send for Credit Collection,2006-12-18 13:52:00.008844+00:00
487570,Insert Fine Notification,2002-09-23 15:40:19.523883+00:00
487570,Add penalty,2003-09-26 09:48:10.746754+00:00
487570,Send for Credit Collection,2005-02-15 14:24:39.546754+00:00
487588,Insert Fine Notification,2002-09-24 17:26:35.542239+00:00
487588,Add penalty,2003-12-31 03:41:43.635950+00:00
487588,Send for Credit Collection,2005-05-22 08:18:12.435950+00:00
487597,Insert Fine Notification,2002-09-23 17:02:29.948040+00:00
487597,Add penalty,2003-11-25 17:42:42.969462+00:00
487597,Send for Credit Collection,2005-04-16 22:19:11.769462+00:00
487628,Insert Fine Notification,2002-09-21 18:50:45.989232+00:00
487628,Add penalty,2003-11-21 14:59:32.529328+00:00
487628,Send for Credit Collection,2005-04-12 19:36:01.329328+00:00
487632,Insert Fine Notification,2002-09-25 05:28:30.792140+00:00
487632,Add penalty,2003-09-18 03:09:15.895886+00:00
487632,Send for Credit Collection,2005-02-07 07:45:44.695886+00:00
487643,Insert Fine Notification,2002-09-23 12:41:26.142748+00:00
487643,Add penalty,2004-03-20 07:55:03.484465+00:00
487643,Send for Credit Collection,2005-12-18 14:49:46.684465+00:00
487647,Insert Fine Notification,2002-09-23 17:30:32.931014+00:00
487647,Add penalty,2003-11-25 04:23:59.279381+00:00
487647,Send for Credit Collection,2006-03-18 12:27:49.679381+00:00
487649,Insert Fine Notification,2002-09-22 08:52:49.107473+00:00
487649,Add penalty,2003-10-28 05:01:54.058659+00:00
487649,Send for Credit Collection,2006-02-18 13:05:44.458659+00:00
487651,Insert Fine Notification,2002-09-23 13:11:58.476396+00:00
487651,Add penalty,2003-12-16 19:26:59.766835+00:00
487651,Send for Credit Collection,2006-04-09 03:30:50.166835+00:00
487653,Insert Fine Notification,2002-09-21 18:17:14.977382+00:00
487653,Add penalty,2003-08-28 19:50:33.556346+00:00
487653,Send for Credit Collection,2005-12-20 03:54:23.956346+00:00
487664,Insert Fine Notification,2002-09-25 23:18:25.008827+00:00
487664,Add penalty,2003-11-09 22:49:29.618469+00:00
487664,Send for Credit Collection,2006-03-03 06:53:20.018469+00:00
487666,Insert Fine Notification,2002-09-25 10:20:29.321954+00:00
487666,Add penalty,2003-09-24 02:33:56.618419+00:00
487666,Send for Credit Collection,2006-04-18 16:34:54.218419+00:00
487679,Insert Fine Notification,2002-09-19 17:04:10.761226+00:00
487679,Add penalty,2003-08-27 19:35:34.714502+00:00
487679,Send for Credit Collection,2006-03-22 09:36:32.314502+00:00
487690,Insert Fine Notification,2002-09-23 01:11:46.374041+00:00
487690,Add penalty,2004-01-28 10:13:12.683615+00:00
487690,Send for Credit Collection,2006-05-21 18:17:03.083615+00:00
487692,Insert Fine Notification,2002-09-21 15:57:54.192725+00:00
487692,Add penalty,2003-10-18 19:05:01.647897+00:00
487692,Send for Credit Collection,2006-02-09 03:08:52.047897+00:00
487694,Insert Fine Notification,2002-09-21 19:46:26.212627+00:00
487694,Add penalty,2003-08-30 06:14:42.040173+00:00
487694,Send for Credit Collection,2005-12-21 14:18:32.440173+00:00
487701,Insert Fine Notification,2002-09-20 21:33:29.880252+00:00
487701,Add penalty,2003-12-08 23:26:45.705670+00:00
487701,Send for Credit Collection,2006-04-01 07:30:36.105670+00:00
487703,Insert Fine Notification,2002-10-31 19:12:36.504788+00:00
487703,Add penalty,2003-12-01 19:10:42.201046+00:00
487703,Send for Credit Collection,2006-07-08 09:57:44.601046+00:00
487710,Insert Fine Notification,2002-09-23 04:11:59.536623+00:00
487710,Add penalty,2003-12-10 01:40:52.272780+00:00
487710,Send for Credit Collection,2006-07-04 15:41:49.872780+00:00
487730,Insert Fine Notification,2002-12-19 10:34:43.732133+00:00
487730,Add penalty,2003-12-14 14:02:18.392239+00:00
487730,Send for Credit Collection,2006-07-21 04:49:20.792239+00:00
487732,Insert Fine Notification,2002-11-02 04:01:40.651442+00:00
487732,Add penalty,2003-11-09 05:01:36.130164+00:00
487732,Send for Credit Collection,2006-06-15 19:48:38.530164+00:00
487748,Insert Fine Notification,2002-12-22 01:58:59.232424+00:00
487748,Add penalty,2004-01-20 13:34:11.580226+00:00
487748,Send for Credit Collection,2006-08-27 04:21:13.980226+00:00
487779,Insert Fine Notification,2002-12-20 14:10:08.984570+00:00
487779,Add penalty,2004-03-02 14:19:26.358191+00:00
487779,Send for Credit Collection,2005-07-21 12:47:16.758191+00:00
487783,Insert Fine Notification,2002-09-23 17:41:27.688830+00:00
487783,Add penalty,2003-11-30 02:21:19.415126+00:00
487783,Send for Credit Collection,2006-07-27 18:29:00.215126+00:00
487792,Insert Fine Notification,2002-09-23 04:14:54.116423+00:00
487792,Add penalty,2003-11-25 08:20:51.972504+00:00
487792,Send for Credit Collection,2006-07-23 00:28:32.772504+00:00
487799,Insert Fine Notification,2002-09-23 13:57:41.780410+00:00
487799,Add penalty,2003-11-10 18:32:34.814270+00:00
487799,Send for Credit Collection,2006-07-08 10:40:15.614270+00:00
487820,Insert Fine Notification,2002-09-23 08:04:17.667830+00:00
487820,Add penalty,2003-12-15 04:53:42.419514+00:00
487820,Send for Credit Collection,2006-08-11 21:01:23.219514+00:00
487829,Insert Fine Notification,2002-10-28 21:09:05.523732+00:00
487829,Add penalty,2003-11-22 10:53:36.790636+00:00
487829,Send for Credit Collection,2006-02-18 05:19:31.990636+00:00
487855,Insert Fine Notification,2002-08-05 08:04:17.667830+00:00
487855,Add penalty,2003-10-27 04:53:42.419514+00:00
487855,Send for Credit Collection,2006-06-23 21:01:23.219514+00:00
487857,Insert Fine Notification,2002-09-25 19:22:24.736783+00:00
487857,Add penalty,2004-03-15 14:19:00.559001+00:00
487857,Send for Credit Collection,2006-06-12 08:44:55.759001+00:00
487864,Insert Fine Notification,2002-09-23 12:05:49.115252+00:00
487864,Add penalty,2003-11-03 03:53:20.876509+00:00
487864,Send for Credit Collection,2006-01-29 22:19:16.076509+00:00
487868,Insert Fine Notification,2002-09-25 11:17:56.805267+00:00
487868,Add penalty,2003-12-21 21:38:22.698523+00:00
487868,Send for Credit Collection,2005-05-10 20:06:13.098523+00:00
487876,Insert Fine Notification,2002-08-05 08:04:17.667830+00:00
487876,Add penalty,2003-10-27 04:53:42.419514+00:00
487876,Send for Credit Collection,2006-06-23 21:01:23.219514+00:00
487878,Insert Fine Notification,2002-09-23 10:20:26.935115+00:00
487878,Add penalty,2004-03-25 15:34:32.095836+00:00
487878,Send for Credit Collection,2005-08-13 14:02:22.495836+00:00
487923,Insert Fine Notification,2002-09-20 21:09:05.523732+00:00
487923,Add penalty,2003-10-15 10:53:36.790636+00:00
487923,Send for Credit Collection,2006-01-11 05:19:31.990636+00:00
487932,Insert Fine Notification,2002-09-23 17:27:40.054199+00:00
487932,Add penalty,2004-02-08 08:53:58.669244+00:00
487932,Send for Credit Collection,2006-05-07 03:19:53.869244+00:00
487953,Insert Fine Notification,2002-09-23 17:17:16.729722+00:00
487953,Add penalty,2004-02-01 17:14:48.494502+00:00
487953,Send for Credit Collection,2006-04-30 11:40:43.694502+00:00
487957,Insert Fine Notification,2002-09-22 15:03:17.579674+00:00
487957,Add penalty,2003-10-27 15:43:31.560434+00:00
487957,Send for Credit Collection,2006-01-23 10:09:26.760434+00:00
488005,Insert Fine Notification,2003-11-12 20:29:42.626427+00:00
488005,Add penalty,2005-01-11 22:00:09.309362+00:00
488005,Send for Credit Collection,2007-06-06 02:02:04.509362+00:00
488027,Insert Fine Notification,2003-11-10 05:26:24.901609+00:00
488027,Add penalty,2004-10-20 00:33:48.044590+00:00
488027,Send for Credit Collection,2007-03-14 04:35:43.244590+00:00
488034,Payment,2005-05-04 06:53:21.263696+00:00
488036,Insert Fine Notification,2003-11-11 18:30:51.770531+00:00
488036,Add penalty,2004-11-30 10:54:07.566653+00:00
488036,Send for Credit Collection,2007-04-24 14:56:02.766653+00:00
488040,Insert Fine Notification,2003-11-11 11:10:42.285227+00:00
488040,Add penalty,2004-10-10 18:35:43.254582+00:00
488040,Send for Credit Collection,2007-03-04 22:37:38.454582+00:00
488091,Insert Fine Notification,2003-01-17 10:26:56.427033+00:00
488091,Add penalty,2004-03-01 14:03:46.066236+00:00
488091,Send for Credit Collection,2005-07-25 00:48:53.266236+00:00
488101,Insert Fine Notification,2003-01-17 03:02:48.306042+00:00
488101,Add penalty,2004-04-01 08:43:31.702187+00:00
488101,Send for Credit Collection,2005-08-24 19:28:38.902187+00:00
488116,Insert Fine Notification,2003-03-14 02:14:54.003752+00:00
488116,Add penalty,2004-04-20 22:43:17.680602+00:00
488116,Send for Credit Collection,2006-11-23 13:18:48.880602+00:00
488185,Insert Fine Notification,2002-11-01 03:01:35.455715+00:00
488185,Add penalty,2003-11-28 02:07:50.474363+00:00
488185,Send for Credit Collection,2006-07-04 16:54:52.874363+00:00
488201,Insert Fine Notification,2002-12-22 08:13:56.058370+00:00
488201,Add penalty,2004-01-18 00:01:04.841793+00:00
488201,Send for Credit Collection,2005-10-17 06:55:48.041793+00:00
488216,Insert Fine Notification,2003-01-30 17:30:32.931014+00:00
488216,Add penalty,2004-04-02 04:23:59.279381+00:00
488216,Send for Credit Collection,2006-07-25 12:27:49.679381+00:00
488240,Insert Fine Notification,2002-11-07 17:01:00.966041+00:00
488240,Add penalty,2003-12-01 18:05:08.391314+00:00
488240,Send for Credit Collection,2006-07-08 08:52:10.791314+00:00
488242,Insert Fine Notification,2002-11-07 09:40:02.916423+00:00
488242,Add penalty,2003-12-26 17:32:02.645937+00:00
488242,Send for Credit Collection,2006-08-02 08:19:05.045937+00:00
488251,Insert Fine Notification,2002-12-19 20:19:30.734741+00:00
488251,Add penalty,2003-12-15 17:36:51.975361+00:00
488251,Send for Credit Collection,2005-09-14 00:31:35.175361+00:00
488258,Insert Fine Notification,2002-12-21 04:32:44.918076+00:00
488258,Add penalty,2004-03-12 02:15:23.704414+00:00
488258,Send for Credit Collection,2005-12-10 09:10:06.904414+00:00
488278,Insert Fine Notification,2002-08-06 07:40:31.452703+00:00
488278,Add penalty,2003-08-09 06:33:11.821678+00:00
488278,Send for Credit Collection,2006-04-05 22:40:52.621678+00:00
488294,Insert Fine Notification,2002-09-24 21:07:40.077460+00:00
488294,Add penalty,2004-01-20 12:03:45.275614+00:00
488294,Send for Credit Collection,2006-04-18 06:29:40.475614+00:00
488296,Insert Fine Notification,2002-09-22 15:03:17.579674+00:00
488296,Add penalty,2003-10-27 15:43:31.560434+00:00
488296,Send for Credit Collection,2006-01-23 10:09:26.760434+00:00
488305,Insert Fine Notification,2002-09-23 17:17:16.729722+00:00
488305,Add penalty,2004-02-01 17:14:48.494502+00:00
488305,Send for Credit Collection,2006-04-30 11:40:43.694502+00:00
488307,Insert Fine Notification,2002-09-20 21:09:05.523732+00:00
488307,Add penalty,2003-10-15 10:53:36.790636+00:00
488307,Send for Credit Collection,2006-01-11 05:19:31.990636+00:00
488328,Insert Fine Notification,2002-11-01 00:28:02.798634+00:00
488328,Add penalty,2003-11-05 13:29:54.867592+00:00
488328,Send for Credit Collection,2005-03-25 11:57:45.267592+00:00
488351,Insert Fine Notification,2002-09-24 20:14:02.869682+00:00
488351,Add penalty,2003-12-02 15:15:40.721513+00:00
488351,Send for Credit Collection,2006-02-28 09:41:35.921513+00:00
488355,Insert Fine Notification,2002-12-20 12:08:32.406486+00:00
488355,Add penalty,2004-05-31 08:23:39.033632+00:00
488355,Send for Credit Collection,2005-10-19 06:51:29.433632+00:00
488388,Insert Fine Notification,2002-09-23 07:53:07.907600+00:00
488388,Add penalty,2004-01-19 05:12:22.580986+00:00
488388,Send for Credit Collection,2006-10-11 10:57:58.580986+00:00
488402,Insert Fine Notification,2002-08-05 11:05:17.221125+00:00
488402,Add penalty,2003-08-24 11:29:14.570050+00:00
488402,Send for Credit Collection,2005-11-20 23:58:02.570050+00:00
488432,Insert Fine Notification,2002-09-23 21:01:21.487509+00:00
488432,Add penalty,2004-02-13 05:42:41.594698+00:00
488432,Send for Credit Collection,2006-11-05 11:28:17.594698+00:00
488449,Insert Fine Notification,2002-09-27 00:00:00+00:00
488449,Add penalty,2003-10-06 12:45:59.206563+00:00
488449,Send for Credit Collection,2006-06-28 18:31:35.206563+00:00
488459,Insert Fine Notification,2002-09-24 17:26:23.831794+00:00
488459,Add penalty,2003-12-16 13:49:29.438934+00:00
488459,Send for Credit Collection,2006-09-07 19:35:05.438934+00:00
488479,Insert Fine Notification,2002-08-06 09:12:49.922921+00:00
488479,Add penalty,2003-11-19 16:11:50.734276+00:00
488479,Send for Credit Collection,2006-02-16 04:40:38.734276+00:00
488496,Insert Fine Notification,2002-10-30 22:12:55.356010+00:00
488496,Add penalty,2003-12-10 22:13:06.816809+00:00
488496,Send for Credit Collection,2006-09-02 03:58:42.816809+00:00
488524,Insert Fine Notification,2002-10-30 14:43:15.876075+00:00
488524,Add penalty,2004-03-20 00:54:24.006938+00:00
488524,Send for Credit Collection,2005-08-10 05:30:52.806938+00:00
488539,Insert Fine Notification,2002-09-24 17:18:11.900076+00:00
488539,Add penalty,2004-02-23 00:48:50.377384+00:00
488539,Send for Credit Collection,2005-07-15 05:25:19.177384+00:00
488582,Insert Fine Notification,2002-09-24 11:49:27.246004+00:00
488582,Add penalty,2004-02-09 17:44:36.896049+00:00
488582,Send for Credit Collection,2005-06-29 16:12:27.296049+00:00
488584,Insert Fine Notification,2002-09-23 20:46:09.494393+00:00
488584,Add penalty,2004-02-16 08:45:58.118446+00:00
488584,Send for Credit Collection,2005-07-08 13:22:26.918446+00:00
488639,Insert Fine Notification,2002-11-11 00:00:00+00:00
488639,Add penalty,2004-02-13 06:13:29.498341+00:00
488639,Send for Credit Collection,2006-11-05 11:59:05.498341+00:00
488641,Insert Fine Notification,2002-12-22 16:13:54.673813+00:00
488641,Add penalty,2004-02-24 16:19:49.067617+00:00
488641,Send for Credit Collection,2006-11-16 22:05:25.067617+00:00
488643,Insert Fine Notification,2002-12-22 17:04:46.133055+00:00
488643,Add penalty,2004-05-15 03:53:47.133444+00:00
488643,Send for Credit Collection,2007-02-05 09:39:23.133444+00:00
488677,Insert Fine Notification,2002-12-18 16:03:31.018363+00:00
488677,Add penalty,2004-02-20 12:47:39.705815+00:00
488677,Send for Credit Collection,2006-11-12 18:33:15.705815+00:00
488730,Insert Fine Notification,2002-12-24 00:00:00+00:00
488730,Add penalty,2004-06-11 23:09:40.161276+00:00
488730,Send for Credit Collection,2007-03-05 04:55:16.161276+00:00
488734,Insert Fine Notification,2002-12-24 00:00:00+00:00
488734,Add penalty,2004-02-27 22:17:31.390508+00:00
488734,Send for Credit Collection,2006-11-20 04:03:07.390508+00:00
488776,Insert Fine Notification,2002-09-23 10:20:26.935115+00:00
488776,Add penalty,2004-03-25 15:34:32.095836+00:00
